Marital Status,Course,Previous qualification,Previous qualification (grade),Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Gender,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,isDisplaced,hasSpecialNeeds,tuitionToDate,hasScholarship,isDebtor,AttendanceTime,Nationality
Single,Advertising and Marketing Management,Secondary,140.0,Higher,Secondary,2,6,137.6,Male,21,0,0,6,8,6,15.16666667,0,0,6,7,6,14.42857143,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,126.0,Secondary,Secondary,9,9,124.3,Female,19,0,0,6,8,6,11.16666667,0,0,6,7,4,13.4,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Nursing,Below secondary,133.1,Basic,Basic,9,7,116.0,Female,26,0,0,7,8,6,10.98333333,0,0,7,8,6,10.98333333,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,121.0,Basic,Secondary,4,3,121.4,Female,19,0,0,6,8,4,10.75,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Veterinary Nursing,Higher,140.0,Secondary,Higher,4,2,142.8,Female,20,0,7,12,15,11,13.38461538,0,4,9,13,7,14.28571429,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,False,True,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,133.1,Secondary,Basic,4,9,96.0,Female,25,0,0,6,8,6,11.28571429,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,131.0,Basic,Basic,8,5,125.0,Male,24,0,0,6,13,0,0.0,3,0,6,6,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Informatics Engineering,Secondary,124.0,Basic,Basic,4,0,126.1,Male,20,0,0,5,7,4,13.0,0,0,5,9,5,14.83333333,3,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Agronomy,Secondary,120.0,Basic,Basic,9,9,155.8,Male,29,0,0,6,9,6,16.11111111,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,133.1,Secondary,Higher,9,9,116.0,Male,20,0,0,6,8,6,11.5,0,0,6,8,6,11.0,0,16.2,0.3,-0.92,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Equinculture,Higher,110.0,Higher,Higher,2,2,110.0,Male,20,0,0,6,15,4,10.75,0,0,6,12,2,10.5,0,13.9,-0.3,0.79,Dropout,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Below secondary,133.1,Basic,Secondary,5,8,97.2,Male,24,0,0,6,10,4,11.6,0,0,6,8,5,13.0,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Below secondary,133.1,Secondary,Higher,2,2,100.0,Male,24,0,0,7,21,0,0.0,3,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,True,Day,Portuguese
Single,Informatics Engineering,Higher,140.0,Higher,Secondary,2,5,140.0,Male,23,0,0,5,5,5,13.8,0,0,5,7,5,14.14285714,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,130.0,Secondary,Basic,5,5,128.0,Male,20,0,0,7,8,7,13.58571429,0,0,8,8,8,14.6875,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,110.0,Secondary,Secondary,4,10,115.3,Male,19,0,0,6,8,6,13.85714286,0,0,6,8,5,13.0,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Divorced,Agronomy,Secondary,140.0,Basic,Basic,9,8,150.0,Male,28,0,0,6,12,5,12.0,0,0,6,10,6,12.33333333,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Agronomy,Higher,160.0,Secondary,Basic,4,4,160.0,Male,20,0,0,6,9,6,13.44444444,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Communication Design,Secondary,138.0,Basic,Basic,3,3,133.1,Male,18,0,0,6,6,6,14.0,0,0,6,7,6,13.85714286,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,126.0,Secondary,Secondary,90,90,119.0,Male,20,0,0,6,10,1,12.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,True,False,True,False,True,Day,Portuguese
Married,Management (evening attendance),Secondary,120.0,Basic,Basic,5,3,156.0,Male,33,0,0,5,5,5,14.2,0,0,5,6,5,13.83333333,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Evening,Portuguese
Married,Nursing,Secondary,130.0,Basic,Basic,191,183,163.7,Female,35,0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Higher,130.0,Basic,Basic,9,7,130.0,Female,27,0,3,8,12,7,12.45714286,0,3,8,12,7,12.45714286,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,122.0,Basic,Basic,7,7,123.1,Female,19,0,0,6,12,3,11.0,0,0,6,12,3,12.0,0,9.4,-0.8,-3.12,Dropout,True,False,False,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,160.0,Basic,Basic,9,9,160.0,Female,31,1,0,5,13,4,10.5,0,0,5,10,4,10.5,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,True,False,Evening,Brazilian
Single,Animation and Multimedia Design,Secondary,134.0,Basic,Basic,7,7,136.1,Male,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Communication Design,Secondary,134.0,Basic,Basic,7,7,132.7,Male,22,0,9,13,13,13,14.0,0,7,12,13,12,13.0,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,140.0,Secondary,Secondary,6,6,128.2,Female,39,1,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,True,False,False,Day,Moldova (Republic of)
Single,Tourism,Secondary,127.0,Secondary,Secondary,4,8,126.7,Male,22,0,0,1,1,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,True,False,False,False,False,Day,Portuguese
Married,Management (evening attendance),Secondary,133.1,Basic,Basic,9,10,150.0,Male,47,0,0,5,8,4,10.0,0,0,5,8,4,12.5,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Animation and Multimedia Design,Secondary,143.0,Basic,Basic,5,9,156.3,Male,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,115.0,Higher,Secondary,9,9,116.1,Female,19,1,0,6,6,6,13.5,0,0,6,6,6,14.33333333,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Guinean
Single,Nursing,Secondary,131.0,Basic,Basic,9,9,123.8,Female,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,15.5,2.8,-4.06,Dropout,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,146.0,Basic,Basic,9,7,153.0,Female,21,0,15,17,18,17,13.38888889,0,15,17,18,17,14.88888889,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Higher,140.0,Basic,Secondary,4,1,140.0,Female,39,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout,True,False,False,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,135.0,Basic,Secondary,4,1,131.9,Male,19,0,6,12,12,12,13.58333333,0,4,11,12,11,13.58333333,0,8.9,1.4,3.51,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,133.0,Basic,Basic,9,8,141.4,Male,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Management,Below secondary,133.1,Secondary,Secondary,9,4,140.0,Male,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,True,False,False,False,True,Day,Portuguese
Single,Management (evening attendance),Secondary,120.0,Basic,Basic,9,9,115.0,Male,27,0,0,5,9,1,10.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,True,False,True,False,False,Evening,Portuguese
Married,Management (evening attendance),Secondary,133.1,Basic,Basic,9,9,168.0,Male,29,0,0,5,5,5,15.2,0,0,5,5,5,15.2,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Basic,Secondary,9,4,101.3,Male,20,0,0,6,12,4,12.8,0,0,6,17,0,0.0,0,12.4,0.5,1.79,Dropout,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,125.0,Basic,Secondary,7,4,122.6,Male,21,0,0,5,7,5,11.16666667,0,0,5,5,4,11.0,0,9.4,-0.8,-3.12,Dropout,False,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,134.0,Higher,Higher,2,2,141.7,Male,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,151.0,Secondary,Secondary,4,3,132.3,Male,19,0,0,8,9,7,12.82857143,0,0,8,9,7,12.82857143,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,112.0,Secondary,Secondary,5,1,111.7,Male,19,0,0,6,6,6,12.5,0,0,6,10,4,12.6,0,15.5,2.8,-4.06,Dropout,False,False,False,False,True,Day,Portuguese
Single,Informatics Engineering,Secondary,120.0,Basic,Basic,9,9,98.7,Male,28,0,0,5,12,3,10.0,0,0,5,10,3,12.4,0,12.4,0.5,1.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Tourism,Secondary,140.0,Basic,Secondary,9,7,140.0,Female,21,1,0,6,6,6,11.5,0,0,6,10,4,13.25,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,False,False,False,Day,Santomean
Single,Nursing,Secondary,140.0,Higher,Higher,2,9,140.0,Female,23,1,0,8,11,7,11.32857143,0,0,8,11,7,11.32857143,0,12.7,3.7,-1.7,Dropout,True,False,False,False,True,Day,Guinean
Divorced,Agronomy,Secondary,133.1,Basic,Basic,9,4,100.7,Female,39,0,0,6,15,2,13.0,2,0,6,13,3,13.0,1,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,143.0,Basic,Secondary,9,5,133.8,Female,18,0,0,7,7,6,13.03333333,0,0,7,7,6,13.03333333,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Journalism and Communication,Secondary,133.1,Basic,Basic,9,6,100.0,Female,59,1,0,6,8,6,12.16666667,0,0,6,7,4,11.75,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,True,False,False,Day,Brazilian
Single,Informatics Engineering,Higher,180.0,Higher,Higher,2,7,180.0,Male,30,0,0,5,6,4,14.5,0,0,5,10,3,16.2,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,True,Day,Portuguese
Single,Veterinary Nursing,Secondary,136.0,Secondary,Basic,9,9,130.8,Female,18,0,0,5,7,5,14.4,1,0,5,5,5,13.6,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Married,Management (evening attendance),Higher,140.0,Basic,Basic,9,9,140.0,Female,41,0,2,6,10,4,12.25,0,3,7,9,6,12.5,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Nursing,Secondary,130.0,Basic,Basic,9,8,106.2,Female,27,0,0,7,14,0,0.0,0,0,7,14,0,0.0,0,11.1,0.6,2.02,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,141.0,Basic,Basic,9,10,125.6,Female,18,0,0,6,6,6,12.66666667,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Basic Education,Secondary,121.0,Basic,Basic,7,7,117.5,Female,20,0,0,6,14,2,12.0,0,0,6,14,3,11.66666667,0,10.8,1.4,1.74,Dropout,True,False,False,False,True,Day,Portuguese
Married,Informatics Engineering,Higher,120.0,Basic,Basic,4,7,122.5,Female,32,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout,False,False,False,False,False,Day,Portuguese
Single,Management,Secondary,129.0,Basic,Basic,3,5,132.9,Female,19,0,0,5,5,3,11.66666667,0,0,5,10,4,10.8,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Married,Basic Education,Below secondary,133.1,Basic,Basic,7,8,103.0,Female,41,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,True,False,False,Day,Portuguese
Divorced,Social Service (evening attendance),Secondary,100.0,Basic,Basic,90,90,107.0,Female,38,0,0,5,12,1,10.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Equinculture,Higher,133.1,Higher,Secondary,4,9,100.0,Male,35,1,0,7,8,0,0.0,1,0,6,9,0,0.0,0,8.9,1.4,3.51,Dropout,False,False,True,False,False,Day,Spanish
Single,Social Service (evening attendance),Secondary,133.1,Unknown,Unknown,0,0,100.0,Female,27,0,0,6,11,4,12.25,0,0,6,16,3,12.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Evening,Portuguese
Single,Communication Design,Secondary,139.0,Secondary,Basic,4,9,131.3,Female,19,0,0,6,10,4,12.0,1,0,6,6,6,12.5,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,125.0,Basic,Basic,9,5,122.2,Female,18,0,0,6,7,5,12.6,0,0,6,6,5,11.8,0,11.1,0.6,2.02,Graduate/Enrolled,False,False,False,False,False,Day,Portuguese
Married,Management (evening attendance),Below secondary,133.1,Unknown,Unknown,0,0,118.4,Female,39,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,False,False,False,False,False,Evening,Portuguese
Married,Tourism,Higher,100.0,Basic,Basic,9,9,100.0,Female,37,0,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout,False,False,False,False,False,Day,Portuguese
Facto Union,Nursing,Secondary,110.0,Basic,Basic,9,9,110.0,Female,37,0,0,8,8,0,0.0,1,0,8,8,0,0.0,1,12.7,3.7,-1.7,Dropout,False,False,False,False,False,Day,Portuguese
Married,Social Service (evening attendance),Secondary,133.1,Unknown,Unknown,0,0,100.0,Female,35,0,11,16,16,16,12.6875,0,11,13,13,13,12.0,0,9.4,-0.8,-3.12,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Management,Secondary,123.0,Basic,Basic,9,9,106.2,Female,49,0,9,13,22,10,10.4,0,4,9,18,6,10.66666667,0,12.7,3.7,-1.7,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Management,Higher,110.0,Basic,Basic,9,9,110.0,Female,52,0,11,15,26,14,10.46666667,0,9,12,16,12,10.92307692,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Veterinary Nursing,Secondary,130.0,Secondary,Basic,5,5,122.3,Female,18,0,0,5,10,5,14.33333333,2,0,5,8,5,13.0,1,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,133.1,Basic,Basic,9,9,112.5,Female,30,0,0,7,7,6,14.66666667,1,0,6,7,6,14.33333333,0,10.8,1.4,1.74,Graduate/Enrolled,False,False,True,True,False,Evening,Portuguese
Single,Nursing,Secondary,97.0,Secondary,Basic,2,7,98.1,Female,21,0,0,7,7,7,12.83571429,0,0,8,8,8,14.23125,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Informatics Engineering,Secondary,130.0,Basic,Basic,9,5,140.2,Male,20,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,139.0,Secondary,Basic,6,6,143.6,Male,18,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,True,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,150.0,Basic,Basic,9,9,134.6,Male,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,141.0,Higher,Basic,2,10,126.8,Male,18,0,0,8,8,8,13.24875,0,0,8,8,8,13.24875,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Biofuel Production Technologies,Secondary,133.1,Higher,Higher,2,4,100.0,Male,20,1,0,7,10,7,12.85714286,0,0,7,7,4,12.75,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Day,Brazilian
Single,Equinculture,Secondary,137.0,Basic,Basic,5,7,130.0,Female,21,0,0,6,12,5,13.6,0,0,6,10,4,14.25,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,116.0,Secondary,Secondary,3,4,113.6,Female,22,0,0,5,6,3,14.0,0,0,5,8,5,12.4,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Equinculture,Higher,140.0,Basic,Basic,5,5,140.0,Female,20,0,1,6,11,3,12.0,0,0,6,11,2,11.0,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,False,False,True,Day,Portuguese
Single,Veterinary Nursing,Secondary,106.0,Basic,Secondary,3,9,106.0,Female,20,0,0,6,9,6,13.16666667,0,0,6,8,4,14.0,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Social Service,Secondary,135.0,Secondary,Basic,7,7,126.6,Female,19,0,0,6,8,6,13.625,0,0,6,7,6,12.16666667,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Nursing,Secondary,144.0,Basic,Basic,9,5,130.7,Female,18,0,0,7,8,7,14.85,0,0,8,9,8,15.61111111,0,13.9,-0.3,0.79,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Management,Secondary,108.0,Secondary,Basic,4,4,105.9,Male,21,0,0,5,9,4,10.75,0,0,5,6,5,11.4,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Oral Hygiene,Secondary,137.0,Basic,Secondary,9,4,137.0,Female,19,1,0,7,11,0,0.0,4,0,7,11,2,11.66666667,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,True,Day,Santomean
Single,Equinculture,Secondary,133.1,Basic,Basic,9,6,100.0,Female,37,1,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,False,False,True,False,False,Day,Spanish
Married,Social Service (evening attendance),Secondary,121.0,Basic,Basic,9,9,114.4,Female,45,0,8,12,14,12,14.0,0,2,7,12,7,13.85714286,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Evening,Portuguese
Single,Agronomy,Below secondary,133.1,Basic,Basic,9,10,120.0,Male,38,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,False,False,False,False,True,Day,Portuguese
Legally Separated,Management (evening attendance),Below secondary,130.0,Basic,Basic,90,90,119.0,Male,55,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,True,False,False,False,False,Evening,Portuguese
Facto Union,Agronomy,Secondary,133.1,Basic,Basic,9,7,110.0,Female,28,0,0,6,17,5,13.0,0,0,6,11,4,11.75,0,13.9,-0.3,0.79,Dropout,False,False,False,False,True,Day,Portuguese
Facto Union,Management (evening attendance),Higher,120.0,Basic,Basic,6,6,120.0,Female,46,0,6,8,12,8,12.375,0,4,9,11,5,12.4,0,8.9,1.4,3.51,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Animation and Multimedia Design,Secondary,131.0,Basic,Basic,4,4,119.8,Female,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate/Enrolled,True,True,True,False,False,Day,Portuguese
Married,Advertising and Marketing Management,Below secondary,133.1,Basic,Basic,9,9,135.6,Female,46,0,0,6,10,5,11.4,0,0,6,9,4,13.75,0,12.4,0.5,1.79,Dropout,False,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,100.0,Basic,Basic,5,5,120.7,Female,28,0,0,5,9,4,11.25,0,0,5,7,4,13.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Evening,Portuguese
Single,Veterinary Nursing,Secondary,131.0,Basic,Basic,9,8,136.3,Female,18,0,0,5,7,3,13.0,0,0,5,8,3,12.0,0,7.6,2.6,0.32,Dropout,True,False,False,False,True,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,158.0,Basic,Basic,9,9,164.3,Male,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Journalism and Communication,Secondary,146.0,Basic,Basic,9,7,149.2,Male,21,0,0,6,6,6,13.5,0,0,6,6,6,14.16666667,0,12.7,3.7,-1.7,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Communication Design,Secondary,133.0,Secondary,Higher,4,2,122.5,Female,18,0,0,6,11,1,11.0,1,0,6,11,4,11.0,4,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management (evening attendance),Secondary,120.0,Basic,Basic,3,9,100.0,Female,34,0,0,5,9,0,0.0,0,0,5,10,1,11.0,0,13.9,-0.3,0.79,Dropout,False,False,True,False,False,Evening,Portuguese
Single,Basic Education,Secondary,119.0,Basic,Basic,9,9,125.0,Female,21,0,0,6,9,5,12.0,0,0,6,8,5,11.2,0,10.8,1.4,1.74,Dropout,True,False,True,True,False,Day,Portuguese
Single,Journalism and Communication,Secondary,132.0,Basic,Basic,9,9,131.0,Female,18,0,0,6,8,5,13.0,0,0,6,7,6,13.0,0,15.5,2.8,-4.06,Graduate/Enrolled,True,False,True,True,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,130.0,Basic,Basic,9,8,122.0,Male,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,132.0,Basic,Basic,7,7,131.3,Female,18,0,0,5,8,4,12.0,0,0,5,8,4,12.25,0,9.4,-0.8,-3.12,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Informatics Engineering,Secondary,133.1,Secondary,Higher,3,3,117.0,Male,21,0,0,5,10,5,11.16666667,0,0,5,10,3,10.8,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Tourism,Secondary,119.0,Basic,Basic,5,4,118.0,Male,19,0,0,6,13,2,10.5,0,0,6,11,1,12.0,0,10.8,1.4,1.74,Dropout,True,False,True,False,False,Day,Portuguese
Single,Social Service (evening attendance),Secondary,134.0,Secondary,Basic,4,99,126.0,Male,22,0,0,6,7,6,12.66666667,0,0,6,6,6,12.16666667,0,7.6,2.6,0.32,Graduate/Enrolled,True,False,True,False,False,Evening,Portuguese
Single,Agronomy,Higher,120.0,Secondary,Basic,4,7,120.0,Male,23,0,1,6,6,1,11.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout,False,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,172.0,Higher,Secondary,2,10,155.6,Male,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Management,Secondary,120.0,Basic,Basic,5,5,122.8,Male,18,0,0,5,6,4,11.5,0,0,5,12,2,10.33333333,0,10.8,1.4,1.74,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,129.0,Basic,Basic,9,3,127.3,Male,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,True,False,False,True,True,Day,Portuguese
Single,Management,Secondary,118.0,Secondary,Basic,9,9,118.4,Male,19,0,0,5,10,2,10.5,0,0,5,5,4,11.75,0,12.4,0.5,1.79,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,127.0,Secondary,Basic,4,9,128.1,Male,19,0,0,5,8,4,12.5,0,0,5,6,4,11.0,0,7.6,2.6,0.32,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
Single,Nursing,Secondary,133.1,Basic,Basic,9,9,99.0,Male,22,0,0,7,9,6,12.83333333,0,0,8,12,6,12.5,0,16.2,0.3,-0.92,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,164.0,Basic,Secondary,9,9,161.2,Male,18,0,0,6,7,6,15.57142857,0,0,6,7,6,16.14285714,0,13.9,-0.3,0.79,Graduate/Enrolled,False,False,True,True,False,Day,Portuguese
Single,Social Service,Secondary,136.0,Basic,Basic,7,7,140.9,Male,18,0,0,6,10,4,12.0,0,0,6,7,5,11.8,0,9.4,-0.8,-3.12,Dropout,True,False,True,False,False,Day,Portuguese
Single,Journalism and Communication,Secondary,117.0,Basic,Basic,9,9,111.1,Male,19,0,0,6,6,4,11.25,0,0,6,6,3,11.33333333,0,16.2,0.3,-0.92,Dropout,False,False,True,False,True,Day,Portuguese
Single,Animation and Multimedia Design,Secondary,131.0,Secondary,Secondary,0,3,149.9,Male,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,Graduate/Enrolled,True,False,True,False,False,Day,Portuguese
Single,Advertising and Marketing Management,Secondary,110.0,Secondary,Basic,4,10,111.3,Male,21,0,0,6,10,6,12.28571429,0,0,6,11,4,14.25,0,15.5,2.8,-4.06,Graduate/Enrolled,False,False,True,False,False,Day,Portuguese
